The index of the character in 常用字字形表 (二零零零年修訂本),香港: 香港教育學院, 2000, ISBN 962-949-040-4. This publication gives the “proper” shapes for 4759 characters as used in the Hong Kong school system. The index is an integer, zero-padded to four digits.

展	1077
屑	1078
屐	1079
屠	1080
屜	1081
屢	1082
層	1083
履	1084
屬	1085
屯	1086
山	1087
屹	1088
岐	1089
岑	1090
岔	1091
岌	1092
岷	1093
岸	1094
岩	1095
崗	1096
岡	1096
岫	1097
岱	1098
岳	1099
峙	1100
峽	1101
峭	1102
峻	1103
峪	1104
峨	1105
峩	1105
峯	1106
峰	1106
島	1107
崇	1108
崆	1109
崎	1110
崛	1111
崖	1112
崑	1113
崩	1114
崢	1115
崔	1116
崙	1117
嵌	1118
嵐	1119
嵩	1120
嶄	1121
嶇	1122
嶝	1123
嶼	1124
嶺	1125
嶽	1126
巍	1127
巒	1128
巔	1129
巖	1130
川	1131
州	1132
巢	1133
工	1134
巨	1135
巧	1136
左	1137
巫	1138
差	1139
己	1140
已	1141
巳	1142
巴	1143
巷	1144
巽	1145
巾	1146
市	1147
布	1148
帆	1149
希	1150
帘	1151
帚	1152
帖	1153
帛	1154
帑	1155
帕	1156
帝	1157
帥	1158
席	1159
師	1160
帶	1161
帳	1162
常	1163
帷	1164
幅	1165
帽	1166
幀	1167
幌	1168
幛	1169
幣	1170
幕	1171
幗	1172
幔	1173
幢	1174
幟	1175
幫	1176
干	1177
平	1178
并	1179
年	1180
幸	1181
幹	1182
幺	1183
幻	1184
幼	1185
幽	1186
幾	1187
序	1188
庇	1189
庚	1190
店	1191
府	1192
底	1193
庖	1194
庠	1195
度	1196
庫	1197
庭	1198
座	1199
康	1200
庸	1201
庶	1202
庵	1203
菴	1203
庾	1204
廊	1205
廂	1206
廁	1207
廉	1208
廈	1209
廓	1210
廖	1211
廢	1212
廚	1213
廟	1214
廝	1215
廣	1216
廠	1217
龐	1218
廬	1219
廳	1220
廷	1221
延	1222
建	1223
廿	1224
弁	1225
弄	1226
弈	1227
弊	1228
式	1229
弑	1230
弓	1231
弔	1232
引	1233
弘	1234
弗	1235
弛	1236
弟	1237
弦	1238
弧	1239
弩	1240
弭	1241
弱	1242
張	1243
強	1244
弼	1245
彆	1246
彈	1247
彌	1248
彎	1249
彗	1250
彙	1251
彝	1252
形	1253
彤	1254
彥	1255
彬	1256
彩	1257
彫	1258
彭	1259
彰	1260
影	1261
彷	1262
役	1263
往	1264
征	1265
彿	1266
彼	1267
很	1268
待	1269
律	1270
徊	1271
徇	1272
後	1273
徒	1274
徑	1275
徐	1276
得	1277
徙	1278
徘	1279
從	1280
御	1281
復	1282
循	1283
徨	1284
徬	1285
微	1286
徹	1287
德	1288
徵	1289
徽	1290
心	1291
必	1292
忙	1293
忖	1294
忘	1295
忌	1296
志	1297
忍	1298
忱	1299
快	1300
忝	1301
忠	1302
忽	1303
念	1304
忿	1305
怔	1306
怯	1307
怵	1308
怖	1309
怪	1310
怏	1311
怕	1312
性	1313
怡	1314
思	1315
怒	1316
怠	1317
急	1318
怎	1319
怨	1320
恨	1321
恢	1322
恆	1323
恃	1324
恬	1325
恍	1326
恫	1327
恰	1328
恪	1329
恤	1330
恙	1331
恣	1332
恥	1333
恐	1334
恭	1335
恩	1336
恕	1337
息	1338
悌	1339
悅	1340
悦	1340
悟	1341
悖	1342
悚	1343
悍	1344
悄	1345
悔	1346
恿	1347
患	1348
悉	1349
悠	1350
您	1351
惋	1352
悴	1353
惦	1354
悽	1355
情	1356
悻	1357
悵	1358
惜	1359
悼	1360
惘	1361
惕	1362
惆	1363
惟	1364
悸	1365
惚	1366
惑	1367
惡	1368
惠	1369
悶	1370
悲	1371
愜	1372
惰	1373
慨	1374
愣	1375
惺	1376
愕	1377
惻	1378
惴	1379
愠	1380
慍	1380
惱	1381
愎	1382
惶	1383
愉	1384
愀	1385
意	1386
想	1387
惹	1388
